ASV_ID,domain,phylum,class,order,family,genus,species,mean_CN,SRR8985886_FD10_duringflight,SRR8985887_FD90_duringflight,SRR8985888_L150_preflight,SRR8985889_L60_preflight,SRR8985890_R180_postflight,SRR8985891_L180_preflight,SRR8985892_R33_postflight,SRR8985893_R63_postflight,SRR8985894_R0_postflight,SRR8985895_R18_postflight,SRR8985896_neg_control2,SRR8985897_R0_postflight,SRR8985898_R14_preflight,SRR8985899_L120_preflight,SRR8985900_L180_preflight,SRR8985901_R180_postflight,SRR8985902_R60_postflight,SRR8985903_FD90_duringflight,SRR8985904_FD10_duringflight,SRR8985905_L60_preflight,SRR8985906_L90_preflight,SRR8985907_FD10_duringflight,SRR8985908_FD90_duringflight,SRR8985909_R0_postflight,SRR8985910_R18_postflight,SRR8985911_R30_postflight,SRR8985912_R60_postflight,SRR8985913_R180_postflight,SRR8985914_L60_preflight,SRR8985915_R33_postflight,SRR8985916_R63_postflight,SRR8985917_R63_postflight,SRR8985918_R30_postflight,SRR8985919_L120_preflight,SRR8985920_R180_postflight,SRR8985921_L90_preflight,SRR8985922_L120_preflight,SRR8985923_FD10_duringflight,SRR8985924_L60_preflight,SRR8985925_R14_preflight,SRR8985926_FD90_duringflight,SRR8985927_FD90_duringflight,SRR8985928_R14_duringflight,SRR8985929_L60_preflight,SRR8985930_FD7_duringflight,SRR8985931_L180_preflight,SRR8985932_L90_preflight,SRR8985933_L240_preflight,SRR8985934_L240_preflight,SRR8985935_R1_duringflight,SRR8985936_R0_postflight,SRR8985937_R60_postflight,SRR8985938_R60_postflight,SRR8985939_R0_postflight,SRR8985940_R30_postflight,SRR8985941_FD10_duringflight,SRR8985942_FD90_duringflight,SRR8985943_R180_postflight,SRR8985944_L90_preflight,SRR8985945_R14_preflight,SRR8985946_R0_postflight,SRR8985947_FD90_duringflight,SRR8985948_FD10_duringflight,SRR8985949_L60_preflight,SRR8985950_L180_preflight,SRR8985951_R60_postflight,SRR8985952_R33_postflight,SRR8985953_R18_postflight,SRR8985954_R1_postflight,SRR8985955_R18_postflight,SRR8985956_R0_postflight,SRR8985957_R33_postflight,SRR8985958_R63_postflight,SRR8985959_L180_preflight,SRR8985960_L90_preflight,SRR8985961_L60_preflight,SRR8985962_FD10_duringflight,SRR8985963_FD90_duringflight,SRR8985964_R1_duringflight,SRR8985965_R0_postflight,SRR8985966_R18_postflight,SRR8985967_R60_postflight,SRR8985968_R18_postflight,SRR8985969_FD90_duringflight,SRR8985970_L60_preflight,SRR8985971_FD10_duringflight,SRR8985972_L90_preflight,SRR8985973_R1_postflight,SRR8985974_FD90_duringflight,SRR8985975_neg_control1,SRR8985976_R18_postflight
ASV_151,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,3,0,8.71E-05,0,0,0,0,0,0,0,0,0,0.000598042,0.00132844,0.001223061,0.005257734,0,0,0.000583501,0.002200084,0.000531116,0.000741227,0,0,0,0,0.000753682,0.000647661,0.000587867,0,9.69E-05,0,0,0,0.002163508,0,0.004556414,0.0040371,0.000242664,0.002246896,0.000381368,0.001856707,0,0,0,0,0,0,0,0,0,0,0.001779,0.001651991,0.002302122,0.000563391,0,0,0.00030614,0,0,0,0.004044437,0.003084017,0.002355054,0.004108974,0.00184498,0.000120481,0.004543446,0.001180308,0.012091027,0.003944163,0.004919402,0.002414732,0,0,0,0,0,0,0,0,0.00037748,0.002334671,0,0,0.0013256,0.000743424,0.000620342,0.000440624,0,0
ASV_204,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,3,0.001192386,0,0.011547079,0.006955351,0,0.012795144,0,0,0,0,0,0,0,0.001057782,0.000505551,0,0,0.00012837,7.11E-05,0.00013809,0.000575634,0.000231697,0.00126082,0.000975045,0.003543637,0,0,0.000212633,5.21E-05,0.001235079,0.000722978,0.000280141,0.000365029,4.97E-05,0.001377061,0.000225565,0.000656637,1.35E-05,0.000244711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11E-05,0,0,0,0,0,0,0,0.00092249,0.000877794,4.22E-05,0,0,0,0,0,0.000182893,0.00020994,0.000277774,5.55E-05,7.15E-05,3.68E-05,0.000150997,3.43E-05,0.001272646,0.00102584,0.000129143,8.14E-05,0.000129614,0.001072654,0.000542799,0.000242033,0,6.51E-05
ASV_219,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,3,0,0,0,0,0,0,0,0,0,0,0,0.000156011,0.000454781,0.000975143,0.000621106,0.000259743,0,0.000303421,0.000684106,0.000616094,0.000189249,0.000115848,0,0,0,0.000178504,0.00010325,0.000762976,0,0.000169521,8.03E-05,0.000379014,0.001095087,0.000348151,0.000754554,0.000240603,0.000194559,0.000256145,0.000333697,0.000336121,0.000606075,0,0,0,0,0,0,0,0,0,0,0.001350021,0.000223999,0.000575531,0.000325515,0.000194939,0,0.000865638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002267876,0.001294632,0.007418871,0.000925712,0.000420135,0.000319009,0.000622862,0.000377431,0,0,0,0.000813862,0,0,0,0,0,7.82E-05
ASV_227,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,3,0,0,8.98E-05,9.92E-05,0.002900832,0,0.0015329,0.00330143,0.000635344,0.001233305,0,3.47E-05,7.18E-05,0.000107431,0.000339442,0,0.000214007,0.000245071,0,0.000626717,0.001805755,0.001009535,0,0,0,3.97E-05,0,0.000275172,0,0,0.000294547,6.59E-05,0,0,0,0.000180452,0.000583677,0,0.000200218,0,5.77E-05,0.001112492,0.001786788,0.002120633,0.002292397,0.002666372,0.001427677,0.000424741,0.000955996,0.001522008,0.000282595,8.83E-05,9.80E-05,0,6.26E-05,0.000129959,0.000209164,7.39E-05,0,0.000151035,0.000872124,0.000545317,0,0,0,0.000300812,0.00084337,0.001153444,2.43E-05,0,0,0,0,7.32E-05,0.000384891,0.000219904,7.41E-05,0.000143025,0.00029447,0.000150997,4.57E-05,0.000237273,0,0,0,0.00011194,6.37E-05,0.000288016,3.10E-05,0,0
ASV_228,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,3,0,0,0,1.42E-05,0,0,0,0,0,0,0,0,0,0,0.000303331,0,0.000107003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000547094,0,0.000872185,0.000218879,0.001577315,0.00088986,0.008920137,0.002222277,0,0,0,0,0,0,0,0,0,0,0.001375255,0.000573997,0.000562146,0.000312995,0,0,0.001699607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_231,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,3.2,0.002453489,8.17E-05,0.005417953,0.005737102,0,0.013808713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005903436,0.000242039,0.009270634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_249,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94E-06,0,0,0,0.002124672,0.006986325,0,0,0.004200678,0.000254888,0.00499597,0.001520462,0,0
ASV_251,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,3.2,0.000711367,0.000680602,0.002367067,0.001925648,0,0.005858242,0,5.38E-05,3.13E-05,0,0,0.000105632,5.05E-05,0.00084447,0.000846347,0,0,8.75E-05,5.64E-05,7.97E-05,5.91E-05,0,0,0,0,0.000576418,0.000290391,0.000140713,0,0,0,0,0,0.00025645,0,0.000352445,0.000387598,2.53E-05,0.000521402,0,0,0,9.85E-05,1.78E-05,1.08E-05,0,0,0,0,3.66E-05,5.89E-05,8.28E-05,0,0,2.35E-05,0,0,0,0,0,0,0.000213015,0,0,4.28E-05,0.004982199,0.00035499,0.007094738,0.000102669,6.50E-05,0,0,0.000168582,9.14E-05,5.74E-05,0,0,2.51E-05,0,5.31E-05,4.29E-05,0.000111222,0.001542077,0,0,3.31E-05,0.00028874,5.19E-05,2.91E-05,0,0
ASV_298,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,3.2,0.001045273,0,0.002177702,0.002921672,0,0.002929121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63E-05,0,0,0,0,0,0,0,0,0,0,0,8.88E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005207808,0.000338854,0.008848642,0,0,0,0,0,0.000182893,7.38E-05,3.26E-05,0,1.68E-05,0,8.85E-05,0,0,0,0,0,0,0,0,0,0,0
ASV_317,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47E-05,3.70E-05,4.47E-05,0,0.000132122,8.01E-05,0.000830456,0.004545533,0,0,0.003694004,0.001295681,0.001938569,0.000837806,0,0
ASV_332,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000692112,0.000949076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002925249,0.001921893,0.00695686,0.002170578,0.00084636,0,0,0,0,0,0,0,0,0,0
ASV_348,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,3.2,0.002627701,0.000544481,0.000147284,0.000584334,0,0.002371193,0,0,0,0,0,0.000276269,0,0,0.000155728,0,0,0,1.54E-05,4.98E-05,2.22E-05,0.000186185,5.37E-05,0.000107542,6.00E-05,6.51E-05,8.80E-06,0.000105535,0,9.08E-05,0.00015062,0.000108143,0.000228143,0.000163196,0.000300643,8.46E-05,0.000250799,0,8.34E-05,1.21E-05,8.12E-05,0,0,0,0,0,0,0,0,0,0,3.55E-05,0.000104999,7.53E-05,4.69E-05,0,0,0.000178142,0,0,0,0,0,0,0,0.001654466,0.000161359,0.000303307,0.000308006,0,0,0,0,0.000240047,9.02E-05,0.000130206,0,0.000226269,2.30E-05,0.000867052,0.000139392,0.000151666,0.001591821,7.57E-05,0.000101733,0.000353493,0.000219044,0.000737349,0.000203633,0,8.55E-05
ASV_359,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,3,0.000650392,0.000638858,7.86E-05,0.000113325,0,0,0,0,0,0,0,0.001100744,0.000747995,0.000173542,9.39E-05,0,0,7.00E-05,0,3.19E-05,0.000197135,0,4.30E-05,0,0,0.001120606,0.000694593,0.000550343,0,0,0,6.59E-05,0,0,5.66E-05,0,9.73E-05,0,6.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000773652,0.001849555,0,0,0,0,0.000414558,0.000341153,0.00041666,0.000277714,0.000286049,0.000220853,0.000283119,0.000102936,0,0,6.46E-05,0,0,0,0,0,0,0.000156324
ASV_363,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,3,0,0,0,0,0,0,0.000383225,0.000976075,0.001103493,0.000672712,0,6.07E-05,0.000209439,0,0,0,0,0.00019839,5.47E-05,0.000180579,0.000417926,0.001787374,4.30E-05,9.56E-05,0,0.000119002,0.000112637,0,6.94E-05,0,5.36E-05,0,0,0,0,0,0,0,0,4.52E-05,0,0.001060139,0.004219222,0,0.001681859,0.000852619,0,0.000220866,0,0.00206837,0.000659389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138579,0,0.000137927,0,0,0,0,0,0,0,0,0,0,0,4.84E-05,0,0,0,0,0,0,0
ASV_365,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001150279,0.000996988,0.004691709,0.000663428,0,0,0,0,0.001753892,0.002596224,0.001206863,0.002263812,0,0,0,0,0,0,0,0,0.001243661,0.002089265,0,0,0.00014913,0.001832008,0.000913897,0.000494538,0,0
ASV_366,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,3,0,0,0,0,0,0,0,0,0,0,0,7.80E-05,0.000993338,0.000611531,4.33E-05,0,0,0,0.001893605,0.000393026,0.00039427,0,0,0,0,0.000297506,0.000112637,0.000375234,0,0,0,0,0,0,0,0,0.000121599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001545066,0.001887631,0,0.001278347,0,0,0,0,0.001974752,0.000279728,0,0.000744971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_370,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,3,0.001579524,0.000493663,0.000359093,0.000368308,0,0.000446342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017193,0,0,9.92E-06,0,0.000125078,0.001944318,9.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000408988,0.001887631,0.003826963,0.001483796,0.000481299,0.000240963,0.000210996,0.000438052,0.004261308,0.002461605,0.003724033,0.003699165,0,0,0,0,0,0,0,1.14E-05,0,0,0,0,0,0,0,0,0,0
ASV_373,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,3,0.00072782,0.000638858,0.000112217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115848,0,0,0,0,0,0,0,0,0.000455208,0,0,0,0,0,0,0,0,0,0,3.93E-05,0.00018018,0,0,0,0,0,0,0.000117078,0.000188397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000636831,0.002517885,0.004794241,0,0,0,0,0,0,0,0,0,0,0,0,4.31E-05,0.000123808,0.000306714,0.000660133,0.000430083,7.43E-05,5.54E-05,2.48E-05,0,0.000846756
ASV_387,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,3.2,0.000406495,8.17E-05,0.000168325,0.000212485,0,0,0,0,0,0,0,0.000186888,6.17E-05,0.001495254,0.000589058,0,0,0.00017505,0.000102616,0.000209127,0.000118281,0,0,0,0,0.00101338,0.000510385,0.000117261,0,0,0,0,0,0,0,0,0.000182399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000451218,0,0.000131872,0.000102669,0,0,0,0,0,0,0,0,0,0,0,0,0.000404443,0.000746166,0,0,0.000403203,0.000308654,0.000238859,0.000127998,0,0
ASV_154,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,NA,4.3,0,0,0,0,0,0,0,0,0,0,0,0.00136056,0.003494357,0.001245354,0.00106317,0.00057385,0.000522575,0.001660943,0.00019855,0.003031065,0.004791753,0.000935254,0.001489394,0,0,0.002165566,0.000543537,0.000497403,0,0.000523768,0,0,0,0.000763387,3.95E-05,0.001258968,0.001679769,0.000178706,0.000915728,0.0001398,0.000503385,0,0,0,0,0,0.000337645,0,0.000776477,0,0,0.001047506,0.000820461,0.000840418,0.000497881,0,0.001848429,0.000780695,0.000874639,0.000386369,0.000442515,0.001458407,0,0,0.000971502,0,0,0,0,0,0,0.000962282,0.000878193,0,0.000366175,0.000363367,0.000387507,6.86E-05,0.000770416,0,0.000255344,0,0,0,0,0,0,0,0,0,0
ASV_165,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000671661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001286914,0,0.002109033,0.001295034,3.03E-05,0.002886482,0,7.22E-06,0,0,0,0,0,0,0,0,0,0,0,0,3.01E-05,0,0,0,0.000237523,0,0,0,0,0.000119639,0.019429196,0.004588354,0,0,0,0,0.000571639,0,0.086721695,0.025894152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_260,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,NA,4.3,0,0,0,0,0.000611857,0,0.000155964,0.001341936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004481738,0.000446802,0,0,0,0.000545023,0,0.000747264,0.000172453,0,0,0,0,0,0,0,0,0,0.000575269,0.000670438,0.003982792,0.000160738,0.00152498,0,0.000924553,0,0.00081682,0.000701012,0,0,0,0,0,0,0,0,0,0,0,0.000500813,0.002464591,0,0,0,0,0,0.00094266,0.000858699,0,0,0.000323253,0,0,0,0,0,0.000882278,0,0.000323554,0.000283813,0,0,4.93E-05,0.000111143,0.000170027,6.93E-05,0,0
ASV_349,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,NA,4.3,6.48E-05,0,0,0,0,0,0,0,0,0,0,0.000260018,0.000258841,0.000443946,0.000256975,0,0.000223961,0.000284966,8.78E-05,0.000429833,0.001226821,0,0,0.000867003,0,0.000394368,0.000104778,0.000139622,0,0.000185853,0,0,0,8.67E-05,0,0.000367199,0.000441151,5.64E-05,0.000232812,0,0.000134236,0,0,0.000112284,0,3.24E-05,0,0,4.98E-05,0,0,0.000176051,0.000253952,0.000158746,0.000148491,0,0,0.000184126,0.000155491,0,0,0,0.000111292,0,0.000207041,8.39E-05,0.000132089,7.85E-05,5.94E-05,0.000241708,5.85E-05,9.62E-05,0.000286757,0,0,0,0,0,1.71E-05,7.90E-05,0,6.02E-05,6.17E-05,0,0,4.11E-05,2.96E-05,0,2.16E-05,0,0
ASV_13,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,NA,3,0.001533068,0,0,0.027849735,0,0,0,0.000775118,0,0,0,0,0,0.110926675,0.013028781,0,0,0.020597598,0.001182135,0.043732069,0.037566022,0.030666701,0.000702048,0.002255986,0.000576375,0,0,0,0,0.000581214,0,0.001071126,0.009344747,0,0.005206424,0,0.034363993,0,0,0,0,0,0,0.00127806,0,0.006200866,0.011022152,0.064390792,0.038068629,0,0,0,0,0,0,0.006367994,0,0,0.353250296,0,0,0,0,0,0,0.128125873,0.008691877,0.020930796,0.004952427,0,0,0,0,0.007169416,0.005677137,0.006863324,0.00205508,0.000688306,0.004564289,0.030841089,0.00540984,0.086259525,0.054811701,0.012736685,0,0.023990406,0.22015961,0.017203418,0.001843173,0,0.002305783
ASV_21,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17E-05,0,0,0,0.000165498,0.359763538,0.372409737,0.214816975,0,0,0,0,0.340518642,0.130537657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029174481,0.099938115,0.04710108,0.06978407,0,0,0,0,0.091358279,0.028867914,0.038159845,0.0764494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_22,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,NA,3,0.033123553,0.018846319,0.005150738,0.066309567,0.023510232,0.111734337,0.009580624,0.024057376,0,0.019620762,0,0.050746891,0.007354291,0.004991411,0.090963137,0,0,0,0,0,0,0,0,0,0,0.044189546,0.012286785,0.038223849,0,0.009541593,0.01759246,0,0,0.05975759,0,0.068466519,0.055400691,0.00355907,0.047785461,0.003122048,0.01017822,0,0,0.001031915,0.000103676,0.00150371,0.007029495,0.021797727,0.010958286,0,0.00059659,0.02937242,0.024653865,0.0687826,0.025390159,0,0,0.024438444,0,0,0,0,0,0,0,0.040228596,0.024664277,0.067518698,0.015417014,0,0,0,0,0,0,0,0,0,0,0,0,0.009544846,0.041104354,0,1.81E-05,0,0.003717118,0.033254772,0.003841495,0,0
ASV_25,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,NA,3,0,0,0,0,0.038520351,0.000595123,0.026091233,0.017626765,0.004581166,0.020966186,0.02497892,0,2.99E-05,0.000958615,0.00036833,0.181127164,0.307420655,0.001237023,0.000415936,0.004567595,0.000812196,0.029127574,0,7.65E-05,0.000170778,5.95E-05,2.82E-05,0,0,9.69E-05,0,0,0.00128977,0,0,0,0.001532153,0,0,0,0,0.011661533,0.010765773,0.045262262,0.009088951,0.081510386,0.111346725,0.0192153,0.011072435,0.004253817,0.090022355,0,0,4.02E-05,0,0.05822166,0.056822972,0,0.262318989,0.013089721,0.143001855,9.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046483,0.000343549,0.002378199,0.000514678,0.022174241,0.030580649,0.001856424,0.003354921,0,0,0.053537745,0.006621769,0.00480128,0.024178152
ASV_266,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011379426,0.001213323,0,0,0.000268411,0,0.000987875,0.001017216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002748147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_273,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,NA,3,0,0,0,0,0.003136946,0,0.007185468,0.005425828,6.69E-05,0.002186314,0.00394404,0,0,0.000512363,0.000158888,0,0.000535017,8.17E-05,5.47E-06,0.000254936,0.000165593,0.000231697,0,0.000305896,0,0,0,0,1.74E-05,0,0,0,2.43E-05,0,0,7.52E-05,0.000170239,0,0,0,0,3.93E-05,6.01E-05,0.001164455,6.91E-05,0.00207729,0.002855354,0.005147865,0.001854918,0,0.00185257,0,0,0.000267689,0,0.002469222,0,0,0.000139294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14E-05,0,0,4.84E-05,6.33E-05,0,0,0,0,0,0.00013027
ASV_28,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,NA,3,0.000201312,0.000203273,0.000213211,0.000934935,0.015718462,0.002529273,0.03739637,0.063731952,0.015549214,0.040699067,0.01840552,0.005235034,0.001980692,0.01204054,0.00861604,0.009740347,0.005671178,0.011868418,0.000722416,0.015476712,0.006442368,0.009483011,0.012636855,0.004378142,0.014644186,0.007695486,0.002712667,0.030481518,0.010676387,0.0049161,0.009077388,0.000922816,0.001873816,0.013155125,0.003301174,0.019624161,0.010846667,0.001307689,0.01305869,0.001189352,0.001616201,0.023205272,0.01837839,0.013661042,0.010183311,0.070224809,0.036187988,0.028423693,0.03795448,0.011005287,0.032812473,0.004542127,0.004983973,0.010011556,0.004256733,0.009032155,0.008331712,0.003694797,0.008385516,0.005437269,0.017257478,0.004180767,0.006008517,0.008242689,0.004770975,0.002266117,0.002048185,0.001434772,0.000608406,0.006998245,0.004279836,0.001425247,0.004701022,0.003548129,0.00151332,0.001828677,0.000925712,0.001564331,0.000981568,0.002812315,0.001910028,0.009361499,0.006384971,0.006989841,0.002604359,0.002044369,0.015250806,0.004021147,0.000906071,0.010669511,0.003751782
ASV_52,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,1.20E-05,0.035443977,0.012848227,0,0,0.007503828,0.000136821,0.013915232,0.01017216,0,0,7.65E-05,0.000469639,0,0,0,0,0.000121086,0.000455208,0.000197746,0.003333933,0.018103839,0.00024523,0.013954959,0.01641592,0.005122904,0.011634914,0.000788592,0.006955437,0,0,0,0,0,0,0,0,0,0,0.016162401,0.007531959,0.055572165,0.009039297,0,0,0.007284029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001707,0.000419881,0.000706008,0.000499884,0.000446952,2.45E-05,0.002378199,0.001601221,0,0,0,0.014857509,0,0,0,0,0,0
ASV_66,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,NA,3,0,0,0.000157103,0.001175752,0.002597257,0.000297561,0.006866114,0.004909083,0.001070053,0.007231652,0,0.002946873,0.00528384,0.005627733,0.001733319,0.002900459,0.002247071,0.002077265,0.000339316,0.010537336,0.007956364,0.011369684,0.003997373,0.01787582,0.01048148,0.00651538,0.003041191,0.005678543,0.000433999,0.017073156,0.015932288,0.000626197,0.00133844,0.001143924,9.43E-05,0.001308277,0.003039985,0.000229183,0.001557254,0.000458935,0.002164555,0.001243373,0.001951953,0.015516596,0.00056446,0.006572918,0.006025282,0.003516859,0.005236577,0.000702465,0.004301731,0.001627595,0.000629997,0.003921639,0.002779396,0.002014365,0.001115543,0.001847399,0.000807907,0.00020138,0.004254906,0.000590761,0.000797591,0.001766291,0.00047938,0.002446605,0.00125645,0.002686682,0.000462389,0.001385791,0.000671347,0.00096549,0.001669762,0,0,5.79E-05,0.000185142,0.000357561,0.000343549,0.000622862,0.000686238,0.001078514,0.001043527,0.001016998,0.000298416,0.000135506,0.000764664,0.000332326,6.21E-05,0,0
ASV_70,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,NA,3,0.009632001,0.005778763,0.001099722,0.001770711,0,0.016514662,0,0,0,0,0,0,5.98E-06,0.001107366,0.000180554,0,0,0.00014004,2.19E-05,0.000605472,0.000615061,0,0,1.91E-05,2.13E-05,0,0,0,0,4.84E-05,0.039281794,0.002817886,0.027036493,0,0.013261289,6.02E-05,0.000243199,0,0.000222465,0,0,0,0,0,0,0,0,0,0,0,0,5.05E-05,0,0.00012046,0,0,0,4.22E-05,0,0,0,0.001590509,0.023369408,0.018840432,0.022005837,0.001343627,8.61E-05,0.00035166,0.000438052,0.033258987,0.005538611,0.02050517,0.011071805,0,0,0,0.000555427,0.002771101,0.012600874,0.075007641,0.015097228,0.000107851,0.002352358,0,8.14E-05,0,0,0,0,0.004267805,0
